school_number,course_title,course_active,course_type
35,Creo Parametric ,1,
35,Pro/ENGINEER Wildfire ,1,
35,Pro/ENGINEER Wildfire ,1,
35,Pro/ENGINEER Wildfire ,1,
35,Creo Parametric ,1,
35,Pro/ENGINEER,1,
35,Pro/ENGINEER Wildfire ,1,
35,AutoCAD,1,
35,AutoCAD,1,
35,AutoCAD Civil 3D ,1,
35,AutoDesk Revit Architecture ,1,
35,AutoDesk Inventor ,1,
35,Intro. to Data Communication & Networking,1,
35,Introduction to Network Security ,1,
35,Intro to Green Building,1,
35,Intro to Energy Management Technology,1,
35,HVAC Systems,1,
35,Lighting Distribution Systems,1,
35,Electric Power Systems ,1,
35,Solar Thermal Systems,1,
35,Energy Management Systems and Controls,1,
35,Renewable and Alternative Energy Systems,1,
35,Intro to PV Technology,1,
35,PV Technology Field Project,1,
35,"Humans, the Environment and Sustainability",1,
37,Comp Science I: Intro to Program Structures,1,
37,Comp Science II: Intro to Data Structures,1,
37,Telecommunications and Computer Networks,1,
37,Intro to Database Systems,1,
37,Engineering Processes & Tools,1,
37,Engineering Design & Graphics,1,
40,Intro to Clean Energy Technology,1,
40,Intro to Data Management Systems,1,
40,Software Engineering,1,
40,Network Fundamentals & the TCP/IP Protocol Suite,1,
40,Intro to Computer Networking,1,
40,Microsoft SQL Server Implementation & Maintenance,1,
40,Programmable Logic Controllers; Low-Voltage Systems & High-Voltage Systems,1,
40,Electrical Systems,1,
40,Publishing on the Web Using HTML/XHTML,1,
40,Advanced Topics in Web Publishing,1,
40,"Energy, Society and the Environment",1,
40,Power Systems,1,
40,Solar PV Systems,1,
40,Smart Energy Systems (Smart Grid),1,
41,Industrial Electronics ,1,
41,Instrumentation Systems ,1,
41,Programmable Logic Controllers ,1,
41,Wireless Networking ,1,
41,Network Security Fundamentals ,1,
41,Network Defense and Countermeasures ,1,
41,Network Defense and Countermeasures ,1,
41,Data Communications ,1,
41,Computer Operating Systems ,1,
41,Fundamentals of Networking ,1,
41,Networking Essentials ,1,
41,PROGRAMMING IN THE PASCAL LANGUAGE ,1,
41,Engineering Materials ,1,
41,Routing Protocols and Concepts,1,
41,Advanced Routing and Switching,1,
41,Advanced Networking and Management,1,
41,Building Multilayer Switched Networks,1,
41,Optimizing Converged Networks,1,
41,Fund of Network Security-Firewalls,1,
42,PC Hardware,1,
42,Operating Systems,1,
42,Applied Networking,1,
42,Intro to Info Security,1,
42,Web Page Authoring I,1,
42,Web Page Authoring II,1,
42,C++ Programming II,1,
42,"Electrical Circuits, Devices and Systems",1,
43,Database Management,1,
43,Operating Systems,1,
43,Comp Systems and Info Literacy,1,
43,Networking Fundamentals,1,
43,Comp Security Principles,1,
43,Networking Administration and Storage Management,1,
43,Network Security Principles,1,
43,Green Building Materials and Methods,1,
43,Green Building Remodel and Retrofit,1,
43,Sustainable Building Design,1,
43,Plumbing and HVAC,1,
43,Renewable Energy and Energy Efficiency,1,
43,Engineering Design with SolidWorks,1,
45,Mechanical Drafting and Design II,1,
45,Civil Engineer Drafting,1,
45,Intro to Sustainable Architectural Design Applications ,1,
45,Systems Principles for Sustainable Residential Adaptation ,1,
45,Intro to Operating Systems,1,
45,Operating Systems Scripting,1,
45,Data Communications and Networks,1,
45,Data Structures and Algorithms,1,
45,UNIX/LINUX Operating Systems ,1,
45,Commercial Electricity for HVAC ,1,
45,Control Systems Networking for Building Automation ,1,
45,Intro to Photovoltaics,1,
45,Lighting Efficiency Technology,1,
45,The Sustainable Built Environment,1,
45,Photovoltaic NABCEP Test Preparation,1,
45,Intro to Electrical Engineering ,1,
45,Fundamentals of Electricity for ECT,1,
45,Intro to PC Hardware and Software for Building Technicians ,1,
45,Intro to Direct Digital Controls ,1,
45,Commercial HVAC Systems,1,
45,Commercial HVAC Systems,1,
45,Green Construction Techniques and Materials ,1,
45,Energy Management and Efficiency for Buildings,1,
45,HVAC Installation Practices,1,
45,Mechanical and Electrical Devices ,1,
45,HVAC Systems Design,1,
45,Introduction to Control Systems Networking,1,
45,Measurement of Building Energy Efficiency 2,1,
45,Energy Auditing and Computer Analysis of Building Efficiency,1,
45,The Financial Case for Clean Energy ,1,
46,Web Programming ,1,
46,Java Servlets and JSP ,1,
46,Advanced Web Programming ,1,
46,Database Programming ,1,
46,Web Development: HTML/XHTML ,1,
46,Web Development: Web Design Technologies and Tools ,1,
46,Networking Fundamentals ,1,
46,Networking Fundamentals ,1,
46,Wireless Networks and Security CWNA ,1,
46,Network Security Sec+ ,1,
46,Adv Prog w/Data Structures/C++ ,1,
46,C# Programming ,1,
46,Radio Communications II ,1,
46,Computer Assembly and Usage ,1,
46,PC Troubleshooting/User Maint ,1,
46,Networking Fundamentals ,1,
46,Intro to Circuit Analysis ,1,
46,ENERGY AND SUSTAINABILITY ,1,
49,Database Software,1,
49,Database Systems ,1,
49,Web Page Design & Development,1,
49,Intro to Computer Science,1,
49,Cisco Networking Academies I,1,
49,Cisco Networking Academies II,1,
49,Cisco Networking Academies III,1,
49,Cisco Networking Academies IV ,1,
49,Home Comp Security,1,
49,Sustainability Overview,1,
49,Intro to Green Business Principles and Practices,1,
49,Intro to CleanTech,1,
49,Construction Fundamentals and Green Building,1,
49,The New Green Economy: Trends and Opportunities,1,
49,Intro to Residential Electrical Systems,1,
49,Intro to Photovoltaics,1,
49,Residential Solar Thermal (Hot Water),1,
49,Efficient Heating and Cooling,1,
49,Intro to HVAC maintenance and Repair,1,
49,Developing Web Applications ,1,
49,Automotive Electrical Systems,1,
49,Manual Transmissions/Power Trains,1,
49,Automatic Transmissions/Power Trains,1,
49,Automotive Air Conditioning/Heating Systems,1,
50,Programming Concepts and Methodology I,1,
50,Programming Concepts and Methodology II,1,
50,Intro to Management Information Systems,1,
50,Networking Topologies and Cabling,1,
50,Networking for Home and Small Businesses,1,
50,Designing and Supporting Comp Networks,1,
50,"Electrical Motors, Generators, Transformers and AC Distribution",1,
50,Power Transmission ,1,
50,Ventilation & Air Conditioning Systems,1,
50,"Microcontrollers, Programming, and Interfacing with Robotics Applications",1,
50,Industrial Instrumentation and process Control,1,
50,Digital Logic Circuits and Systems,1,
50,Programmable Logic Controllers,1,
50,Intro to Engineering,1,
50,Elementary Mechanics,1,
50,Intro to Environmental Technology,1,
50,"Industrial Hazardous Waste Generation, Treatment, and Reduction ",1,
50,HVAC Heating and Control Systems,1,
50,Industrial Technical Skills,1,
50,Power Equipment Electrical Systems,1,
50,Power Equipment Air Conditioning,1,
51,Database Management,1,
51,Internet Programming in JavaScript,1,
51,Microcomputer Operating Systems,1,
51,Intro to Computer Hardware,1,
51,Intro to Sustainable Environmental Systems,1,
51,Sustainable Urban and Regional Planning,1,
51,Intro to Green Building and Ecological Design,1,
51,Sustainable Energy Options,1,
52,Software Development with Java,1,
52,Web Dev with PHP and MySQL,1,
52,Intro to Networking,1,
52,Cisco Networking Fundamentals,1,
52,LAN Switching and Wireless,1,
52,Implementing Cisco IP Routing,1,
52,Desktop Operating Systems,1,
52,Engineering Graphics and Design,1,
54,Intro to Comp Hardware/A+ Prep,1,
54,Networking Fundamentals,1,
54,Network Security Fundamentals,1,
54,Adv. Routing & Switching Implementations,1,
54,Comp. Science Advanced Programming,1,
54,Database Processing,1,
54,Web Publishing Using MS FrontPage,1,
54,Engineering Circuits,1,
54,Robotics,1,
54,Configure & Secure your Home Network,1,
54,Adv. Publishing on the World Wide Web,1,
55,Networking Fundamentals,1,
55,Network Administration,1,
55,Network Technical Support,1,
55,Network and Comp Security,1,
55,Database,1,
55,"Energy, the Environment & Sustainability ",1,
55,Geographic Info Systems & Science,1,
55,Intro to Satellite Based (GPS) Data Collection Methods,1,
56,Comp Applications in Biotechnology,1,
56,Network Operating Systems,1,
56,Data Communications,1,
56,Network Fundamentals,1,
56,Implementing Cisco Secure WANs CCNP II,1,
56,Optimizing Converged Networks,1,
56,PC Hardware and Software,1,
56,Linux Networking,1,
56,Wireless Networks,1,
56,Network Security,1,
56,Intro to Engineering,1,
56,Electric Circuit Analysis,1,
56,Programming with Data Structures,1,
56,Data Communications,1,
56,Linux Security ,1,
56,Engineering Mechanics – Statics,1,
56,Linux System Administration,1,
56,Network Technician Training,1,
56,Routing Protocols and Concepts,1,
56,LAN Switching and Wireless,1,
56,Computing Concepts in Biotechnology,1,
56,Database Fundamentals I: Database Architecture and Administration,1,
56,Database Fundamentals II: Database Backup and Recovery,1,
56,Microsoft Client Operating Systems,1,
56,Electronics for Technology,1,
56,Linux Installation and Configuration,1,
56,Windows Network Infrastructure Administration,1,
56,Solar Photovoltaic Design and Installation ,1,
56,Energy: Development and Sustainability,1,
56,Wind Energy: Design and Development ,1,
56,Intro to Sustainable Agriculture ,1,
56,Urbanization: Towards Green Communities,1,
56,Advanced .NET Programming,1,
56,Web Site Design,1,
56,XHTML,1,
56,XML ,1,
56,Intro to Robotics and Automated Systems,1,
56,Info Security,1,
57,Java Programming,1,
57,Programming for Scientists and Engineering,1,
57,Database Concepts and Design,1,
57,Operating Systems ,1,
57,Advanced Database Concepts and Design,1,
57,Fundamentals of Networking ,1,
57,Advanced Networking Concepts,1,
57,Advanced Internet Concepts and Design,1,
57,Business and Web Graphics,1,
57,Beginning Java Programming,1,
57,Computer Concepts,1,
59,Green and Sustainable Business,1,
59,Achieving San Francisco Green Business Certification,1,
59,Green Marketing For Small Business,1,
59,Cost Benefits of Being Green,1,
59,The Green Supply Chain,1,
59,Green Certification,1,
59,Green and Sustainable Business,1,
59,Computer Hardware,1,
59,Intro to Networks,1,
59,Network Security,1,
59,Operating Systems Technologies,1,
59,"Interactive Web Pages, Java Script and AJAX",1,
59,Ethical Hacking & Network Defense,1,
59,Wireless Networks Advanced,1,
59,Wireless LANs,1,
59,Prog Fundamentals I (C++/Java),1,
59,Intro to Programming (C++/Java),1,
59,Oracle SQL Databases,1,
59,Oracle Database Administration,1,
59,Intro to ENGN: Software Tools & Design,1,
59,Biotech Process Instrumentation,1,
59,Electronics I: Electronic Measurements,1,
59,Electronics IV: Micro-control Intf,1,
59,HVAC/Pipe CAD Design,1,
59,Biotech Calibration and Validation,1,
59,Intro to Alternative Energy,1,
59,Intro to Alternative Energy Laboratory,1,
61,CISCO Network Essentials,1,
61,Database Technology,1,
61,Web Application Security,1,
61,Networking TCP/IP on NOT 4.0 #688,1,
61,CISCO Router and IOS Software,1,
61,CISCO Local Area Network Design,1,
61,CISCO Wide Area Network Design,1,
61,JavaScript Programming,1,
61,Discrete Mathematics,1,
61,Intro to PV Installation ,1,
62,Civil Engineering Design/ Drafting ,1,
62,Data Structures and Algorithms ,1,
62,Fundamentals of Electronic Devices ,1,
62,Photovoltaic Systems Design and Installation ,1,
62,Advanced Photovoltaic Systems ,1,
62,Electric Circuits & Devices ,1,
62,Engineering Graphics and Design,1,
63,Physics (Mechanics),1,
63,Intro to Database Management,1,
63,CCNA 1 – Networking/Home and Small Business,1,
63,CCNA 4 – Designing/Supporting Computer Networks ,1,
63,Server 2008 Network Infrastructure,1,
63,Fundamentals of Electronics,1,
63,Web Programming Using Java/PHP/Flash,1,
63,HTML,1,
63,Fundamentals of Electronics,1,
63,Renewable Energy and Sustainable Development ,1,
63,Photovoltaic Technology I,1,
63,Photovoltaic Technology II,1,
63,Residential Estimating,1,
63,Map and Computer-Aided Drafting,1,
63,Solid Modeling Computer-Aided Drafting,1,
65,Database Applications I: Access,1,
65,Database Applications II: Access,1,
65,Network Fundamentals ,1,
65,Fundamentals of Electronics,1,
65,Intro to Solar Installation and Integration ,1,
65,"Solar Design, Estimation and Sales ",1,
65,Intro to Environmental Science,1,
65,Fundamentals of Electronics,1,
65,Intro to Solar Installation and Integration ,1,
65,"Telecommunications, Networking and Wireless Technologies",1,
65,Electrical Fundamentals for Telecommunications,1,
65,Structured Wiring and Cabling for Telecommunications and Networking ,1,
65,Wireless and Mobile Communications Fundamentals ,1,
65,Signal Transmission and Radio Frequency Fundamentals ,1,
65,Transport Networks and the Fundamentals of Digital Communications,1,
65,Wireless Local Area Networks,1,
65,Network Fundamentals,1,
65,Network Systems Administration,1,
65,Network Switches - Concepts and Applications,1,
65,Network Security,1,
65,Troubleshooting the Internetwork,1,
67,Database Creation & Management ,1,
68,Database Creation & management (Access),1,
68,Internet Programming XML,1,
68,Networking Essentials ,1,
68,Electrical Circuits ,1,
68,Engineering Mechanics: Statics,1,
69,Engineering Physics Mechanics,1,
69,Engineering Physics Electricity and Magnetism,1,
69,Software Design ,1,
69,Engineering Graphics ,1,
69,Vector Mechanics ,1,
